CHILD_ID,NAME,COUNTRY,DOB,Belief,
32555,Mayur Vanmala,Nicaragua,02/02/2014,0.34379,
32556,Luke Martin,Tanzania,24/02/2010,0.135,
32557,Jothi Krishna,Nauru,23/06/2009,0.05064,
32558,Alain Jolivel,Belize,26/06/2002,0.62618,
32559,James Turner,Algeria,17/06/2010,0.01749,
32560,Stephen Grant,Palestine,20/06/2020,0.23122,
32561,Kathy Cole,Haiti,28/11/2009,0.1592,
32562,Arvind Jaiswal,Hong Kong,18/07/2013,0.51805,
32563,Gyanajyoti Pradhan,Djibouti,07/01/2007,0.64074,
32564,Ilse Blokland,Saint Vincent and the Grenadines,28/07/2001,0.54622,
32565,Subbalakshmi Katrapalli,Nicaragua,30/10/2001,0.94478,
32566,Aron Eross,North Korea,20/03/2016,0.7516,
32567,Danika Arthur,Mayotte,11/04/2014,0.62322,
32568,Jonas Zdebskis,Malaysia,02/12/2001,0.94144,
32569,Abdul Vhora,Bhutan,24/03/2012,0.51703,
32570,Riya Chatterjee,Kyrgyzstan,13/02/2002,0.99456,
32571,Ankur Sarkar,Gabon,06/02/2006,0.98857,
32572,Omar Shawqy,Chad,10/11/2018,0.47684,
32573,Asker Ahmed Mohammed,Belarus,04/07/2018,0.42929,
32574,Aishwarya Chauhan,Faroe Islands,18/01/2009,0.01286,
32575,Darren Dellaway,Grenada,23/02/2019,0.00742,
32576,Natalie Spencer,Barbados,14/01/2001,0.83711,
32577,Michael Cody,Poland,09/10/2005,0.24479,
32578,Ankush Patni,Mongolia,24/03/2014,0.32048,
32579,Jon Bromell,South Georgia and the South Sandwich Islands,06/12/2017,0.97426,
32580,Jayashree Govindarajulu,Sao Tome and Principe,13/02/2004,0.66525,
32581,Marcus Alexander,Jamaica,29/09/2007,0.84225,
32582,Robert Dean,Svalbard and Jan Mayen,18/03/2005,0.35995,
32583,David Atkinson,Tuvalu,18/04/2000,0.67633,
32584,RAJDEEP SAHA,Georgia,16/10/2015,0.39591,
32585,Jerome Boothe,Sierra Leone,18/04/2016,0.90863,
32586,Gopinath Elangovan,New Zealand,14/01/2003,0.20782,
32587,Ravi Teja Bachu,Algeria,28/08/2010,0.54852,
32588,Peter Storey,Seychelles,16/08/2003,0.89928,
32589,Robert Brown,Svalbard and Jan Mayen,09/03/2011,0.9101,
32590,Senthil Kumar,Qatar,19/11/2015,0.31183,
32591,Anna Kielbasa,Equatorial Guinea,27/04/2006,0.27211,
32592,Bradley Allen,Laos,30/04/2011,0.59706,
32593,Jaya Kumar,Guam,15/01/2012,0.3981,
32594,Glyn Forrester,Cape Verde,25/10/2004,0.52599,
32595,Niraj Lathigra,Romania,24/09/2004,0.89059,
32596,Dave Gallagher,Nepal,12/03/2015,0.16282,
32597,Abhijit Dutta,Guadeloupe,20/11/2006,0.85084,
32598,Parinita Kumar,Northern Mariana Islands,03/12/2006,0.3771,
32599,James Ellis,Mauritania,09/07/2004,0.74857,
32600,Philip Whiddon,Azerbaijan,14/04/2002,0.55486,
32601,Cheryl Martin,Angola,27/03/2003,0.51759,
32602,Shahana Firdous Khan,Pakistan,27/04/2020,0.73437,
32603,Kurt Alen,Cape Verde,16/10/2004,0.64138,
32604,Edward Jakeman,Kuwait,01/06/2007,0.4638,
32605,Raghavendra Vaddavalli Pardhu Venkat,Austria,27/12/2005,0.49762,
32606,Yaseen Mohammed,Albania,03/07/2005,0.85283,
32607,Rahul Mehta,Vietnam,15/02/2009,0.95504,
32608,Priya Yadav,Mali,23/08/2008,0.4025,
32609,Laura Fraser,Thailand,19/08/2005,0.69352,
32610,George Foley,Faroe Islands,23/01/2008,0.15173,
32611,Prathap Athuru,Grenada,13/07/2020,0.20439,
32612,Nabil Boufarra,Mauritius,11/10/2002,0.85891,
32613,Allison Dilley,Netherlands,31/10/2014,0.72932,
32614,Jason Stapleton,Bolivia,23/10/2009,0.34592,
32615,Alfredo Rozzoni,United Kingdom,07/04/2005,0.81294,
32616,Rajni Sinha,Sao Tome and Principe,12/09/2008,0.3007,
32617,Prudvi Penmetsa,Gibraltar,08/08/2018,0.84025,
32618,Sara Norris,Cambodia,14/12/2016,0.65815,
32619,Ashish Bokade,Barbados,27/01/2010,0.13791,
32620,Stuart Smith,Wallis and Futuna,12/07/2003,0.02632,
32621,Elliot Snook,Guatemala,19/12/2015,0.71244,
32622,Andrew Boyes,Colombia,28/10/2003,0.31068,
32623,Nicole Rayner,Jordan,19/03/2008,0.58299,
32624,Craig Fletcher,French Southern territories,21/10/2019,0.75763,
32625,Colin Forde,Portugal,29/06/2007,0.58795,
32626,Nick Woolterton,Switzerland,11/07/2005,0.02738,
32627,Prashamsa Gadtaula,Mozambique,06/07/2018,0.25758,
32628,Voltaire Periampillia,Nicaragua,06/08/2016,0.6819,
32629,Manish Sehgal,Bahamas,03/03/2002,0.43179,
32630,Anbazhagan Pachayappan,Uganda,18/11/2014,0.89508,
32631,Julian Lloyd,Ethiopia,22/08/2000,0.13933,
32632,Kathleen Eckelt,French Southern territories,08/07/2011,0.75723,
32633,Shabaka Atom-Ra,Saint Helena,06/02/2006,0.73502,
32634,Rebecca Bulley,Estonia,31/01/2000,0.64273,
32635,Conner Smith,United States Minor Outlying Islands,30/12/2001,0.42404,
32636,Salvatore Scopelliti,Monaco,03/10/2016,0.83082,
32637,Vanessa Van Der Kramer,Jamaica,14/02/2008,0.79947,
32638,Lori Kear,Panama,04/07/2009,0.73887,
32639,Thomas Smith,Thailand,24/11/2001,0.41292,
32640,Akshit Gupta,Mongolia,13/09/2019,0.81588,
32641,Pranesh Dorai,Palestine,28/05/2011,0.59052,
32642,Shane Webber,Germany,05/08/2014,0.99763,
32643,Vengat Baskaran,Bhutan,08/08/2020,0.06896,
32644,Ian Coleman,Nicaragua,14/02/2009,0.32327,
32645,Naseem Latif,Grenada,03/08/2002,0.57013,
32646,Claire Williams,Monaco,30/07/2004,0.13658,
32647,Dirk Coulier,Morocco,21/01/2005,0.48073,
32648,Jeremy Clayton,Bhutan,07/05/2008,0.71936,
32649,Gavin Doran,Luxembourg,14/03/2011,0.90447,
32650,Fabio Neri,South Korea,21/11/2006,0.47524,
32651,Rajesh Yadav,Mozambique,16/12/2010,0.33247,
32652,Francis Gillett,Aruba,30/05/2010,0.01295,
32653,Kruttika Thombrey,Central African Republic,13/11/2013,0.16894,
32654,Lalitkumar Savale,Saint Pierre and Miquelon,23/01/2012,0.75421,
32655,Paul Hobbs,Pitcairn,27/07/2020,0.12057,
32656,Steadley Lewis,Congo,01/11/2016,0.90232,
32657,Andrew Watkinson,Ireland,28/09/2012,0.87712,
32658,Blanca Ortiz,Armenia,17/04/2011,0.52449,
32659,Steve Pannett,Turkmenistan,06/12/2009,0.9353,
32660,Vidyaprakash Hardhageri,Canada,22/02/2000,0.58023,
32661,Laura Gilliver,East Timor,18/11/2019,0.7329,
32662,Ashish Massey,Austria,11/08/2016,0.11518,
32663,Sidra Sohail,Samoa,16/11/2006,0.57514,
32664,SriRam Sharma,Tokelau,12/11/2006,0.34382,
32665,Purushothaman Poorna Rao,Spain,13/03/2017,0.47637,
32666,Iahtsam Razzaq,Malaysia,29/09/2004,0.63011,
32667,Jonathan Weir,Guyana,14/05/2010,0.45321,
32668,Dennis Roach,Namibia,01/04/2009,0.55417,
32669,Venkatesh Vaidya,Uganda,08/09/2001,0.16858,
32670,Tracey Underdown,Kenya,15/02/2000,0.10292,
32671,Yallappa Gurav,Mali,27/05/2009,0.81651,
32672,Jon Halton,Niue,09/06/2014,0.4738,
32673,David Burn,Saudi Arabia,26/11/2015,0.74886,
32674,MARTIN FEARNSIDE,Slovakia,01/01/2008,0.10198,
32675,Jamie Allan,Marshall Islands,06/09/2003,0.45467,
32676,Shwetha Nippani,Swaziland,21/06/2003,0.10888,
32677,Vinod Lakshmiah,Peru,25/12/2016,0.0914,
32678,Richa Garg,Angola,24/04/2000,0.35748,
32679,Dimitri Michos,Mozambique,06/03/2008,0.21306,
32680,Malachy Devlin,South Korea,26/04/2014,0.9133,
32681,Linsey Thompson,United Arab Emirates,13/08/2006,0.96937,
32682,Anthony Atkinson,Denmark,24/09/2016,0.03415,
32683,Robert Usher,Jamaica,17/04/2009,0.22922,
32684,Jim Leach,Mozambique,16/10/2020,0.24745,
32685,Yogesh Sain,Cyprus,01/12/2012,0.68808,
32686,Gaurav Sappal,Zimbabwe,28/10/2014,0.39377,
32687,Sonal Dhanraj Faye,Bermuda,09/11/2014,0.55196,
32688,John Vicente,Chile,30/01/2020,0.73445,
32689,Eva Jakab,Ghana,27/03/2009,0.48499,
32690,Gary Dalby,Martinique,18/04/2013,0.07425,
32691,Gary Walling,Saint Helena,07/07/2017,0.28259,
32692,Khangembam Sanajaoba Singh,Brunei,27/01/2013,0.0293,
32693,Graham Withers,United States Minor Outlying Islands,11/12/2018,0.21551,
32694,Thelma Austin,Turks and Caicos Islands,13/03/2014,0.25662,
32695,Prakash Dolui,Papua New Guinea,23/05/2017,0.42235,
32696,Shauna Smith,Reunion,13/12/2008,0.44976,
32697,Kenneth Brown,Israel,01/04/2008,0.3441,
32698,Javed Khan,Guinea,07/07/2015,0.70733,
32699,David Murray,Singapore,21/01/2020,0.66218,
32700,Christopher Thomas,Palestine,07/06/2011,0.36995,
32701,Aravind Natarajan,Christmas Island,06/11/2003,0.66284,
32702,Sangrami Sengupta,Netherlands,23/04/2013,0.50773,
32703,Sean Leonard,Morocco,24/04/2018,0.99699,
32704,Michaela Butler,East Timor,05/12/2017,0.49518,
32705,Rizwan Ahmed,Pakistan,16/12/2001,0.19041,
32706,Hari Krishnan Suresh Kumar,Liberia,24/01/2018,0.77213,
32707,Max Keefe,Lesotho,30/01/2005,0.97753,
32708,Sandeep Rawat,Dominica,09/02/2002,0.33921,
32709,Jess Messenger,Uganda,27/10/2002,0.84803,
32710,Joe Kent,Holy See (Vatican City State),02/06/2018,0.39001,
32711,John Goldie,Micronesia,11/10/2002,0.60657,
32712,Roberto Perez,Turks and Caicos Islands,16/03/2009,0.61355,
32713,Rajesh Kumar,Cook Islands,20/07/2009,0.95245,
32714,Steven McAllister,Latvia,24/07/2004,0.76993,
32715,Cirion Townsley,Tuvalu,04/01/2006,0.72739,
32716,Steve Slater,Libyan Arab Jamahiriya,20/06/2000,0.91366,
32717,Stefan Lang,Bolivia,04/02/2020,0.66508,
32718,Dhanender Malhotra,Puerto Rico,18/03/2003,0.59045,
32719,Patrick McGuckin,Argentina,01/05/2004,0.58326,
32720,Lyn Jones,French Southern territories,31/12/2008,0.2316,
32721,Graham Hutchings,Madagascar,09/08/2011,0.61438,
32722,Cameron Sanderson,Saint Lucia,27/04/2000,0.89096,
32723,Paddy McGahey,Cambodia,18/12/2015,0.2684,
32724,Pradeep Krishnan,Yemen,19/05/2010,0.01702,
32725,Lee Thompson,East Timor,30/11/2006,0.62639,
32726,Tom Little,Namibia,16/08/2015,0.07432,
32727,Zachary Bedford,Sudan,15/07/2017,0.04755,
32728,Stephen Hardwick,Grenada,29/07/2003,0.13972,
32729,Mark Cornish,French Polynesia,17/01/2011,0.92305,
32730,Raif Nuruddin,Bouvet Island,07/04/2012,0.08164,
32731,Apurva Singh,Iceland,02/07/2017,0.71948,
32732,Anurag Tiwari,India,08/06/2007,0.88223,
32733,Ian Adams,Palau,23/10/2011,0.98617,
32734,Euan Kinross,Jordan,14/01/2017,0.95938,
32735,Kashaan Butt,Latvia,21/11/2014,0.99666,
32736,Amandeep Arora,Sudan,26/04/2004,0.10687,
32737,Prathyusha Billa,Saint Kitts and Nevis,14/09/2006,0.72705,
32738,Nadya Panteleeva,Antigua and Barbuda,08/07/2020,0.3616,
32739,Brett Simeone,Guinea-Bissau,18/12/2015,0.87933,
32740,Vanessa Owen,Iceland,30/04/2010,0.38586,
32741,Nicoleta Brockmole,French Polynesia,26/10/2017,0.94529,
32742,Chris Wood,Aruba,08/04/2001,0.42089,
32743,Richard Barker,Togo,01/02/2014,0.00582,
32744,Anurag Kumar,Guinea,12/12/2018,0.43399,
32745,Gareth Frost,Mauritania,27/05/2003,0.28958,
32746,Martin Maher,Luxembourg,30/01/2016,0.21661,
32747,Krishna Cavaliere,Oman,04/02/2007,0.78337,
32748,William Bergin,Netherlands Antilles,03/12/2005,0.2396,
32749,Rebecca Cox,Armenia,19/07/2004,0.59371,
32750,Jude Lindsay,Netherlands Antilles,08/06/2000,0.74807,
32751,Michael Worton,Austria,11/11/2005,0.98798,
32752,Otemu Akpobaro,Reunion,25/01/2002,0.9526,
32753,Rajesh Kalathodiyil,Botswana,04/01/2005,0.10401,
32754,Sonia Begum,Kyrgyzstan,02/04/2008,0.58975,
32755,Joshua Bedforth,Mali,26/05/2014,0.89699,
32756,DEREK MORRISON,Antigua and Barbuda,04/07/2019,0.48099,
32757,Michelle Thomas,Guinea,09/11/2009,0.18869,
32758,Elly Howells,Paraguay,04/09/2014,0.01485,
32759,Chloe Hetherington,New Caledonia,06/07/2020,0.52672,
32760,Swati P Akkishetti,Latvia,15/09/2018,0.37366,
32761,Steven Davies,Costa Rica,04/09/2019,0.06479,
32762,Paul Johnson,Singapore,18/09/2014,0.41249,
32763,Divya Prasad Jain,Palau,04/04/2010,0.4195,
32764,Manish Kumar,Kiribati,04/04/2017,0.58598,
32765,Jurgita Anuskeviciute,Tunisia,08/07/2006,0.64032,
32766,Kunika Chopra,Fiji Islands,15/08/2018,0.09769,
32767,Michael Lane,Eritrea,26/07/2018,0.76417,
32768,Hugh Skogstrom-King,Bulgaria,04/03/2019,0.26025,
32769,Gary Soden,Netherlands,09/03/2002,0.39124,
32770,Daniela Mordenti,Zambia,27/08/2015,0.66278,
32771,Lindsay Plummer,Philippines,04/03/2012,0.22301,
32772,Pandian Nagalingam,Australia,23/11/2011,0.12905,
32773,Dhiraj Chauhan,Guadeloupe,06/04/2000,0.01945,
32774,Sanpreet Kaur Marwah,Zimbabwe,17/05/2001,0.59422,
32775,Rashmi Shivanna,Oman,18/03/2019,0.42514,
32776,Rupsha Das,Colombia,31/12/2013,0.36078,
32777,David Hamilton,Uzbekistan,02/04/2001,0.55297,
32778,Patrick Dennis 2307L,Eritrea,19/11/2009,0.23787,
32779,Angus Thomson,Seychelles,17/03/2020,0.32217,
32780,Victoria Tomlinson,Egypt,17/05/2009,0.97321,
32781,Abhishek Abhishek,Sierra Leone,24/07/2018,0.9257,
32782,Pamela Johnson,Andorra,27/10/2000,0.33155,
32783,louis mitchell,Sweden,03/07/2007,0.83357,
32784,Tremaine Lee,Heard Island and McDonald Islands,17/06/2005,0.62557,
32785,Ganesh Parashar,Pakistan,16/03/2017,0.6298,
32786,Mario Goncalves,Bolivia,22/12/2016,0.13465,
32787,Jennifer Osborn,Switzerland,28/03/2016,0.54733,
32788,Toby Getman,United States Minor Outlying Islands,07/08/2000,0.18353,
32789,Karen Davey,Western Sahara,25/04/2015,0.40157,
32790,Davide Arazzi,Togo,15/10/2018,0.87452,
32791,Rajiv Malviya,Saint Pierre and Miquelon,15/07/2003,0.38556,
32792,James McCann,Singapore,14/06/2017,0.27813,
32793,Sachin Kembasaram,Sierra Leone,11/02/2006,0.92901,
32794,Murray Reid,Guinea,09/07/2016,0.16722,
32795,Kristine Fajardo,Uganda,12/04/2007,0.92861,
32796,Duran Gazabon,Holy See (Vatican City State),14/06/2013,0.06021,
32797,Ciaran Folan,Singapore,26/01/2013,0.25889,
32798,Ashoke Singh,Equatorial Guinea,20/07/2008,0.60595,
32799,Charles Adair,East Timor,22/01/2018,0.51456,
32800,Jad Abisaleh,Gabon,26/03/2007,0.22742,
32801,Vindya MS,United Kingdom,29/10/2015,0.35685,
32802,Alisdair Glen,Niue,11/08/2017,0.40685,
32803,Akshay Samdani,San Marino,13/03/2015,0.53105,
32804,Farhaan Khan,Vanuatu,01/03/2011,0.46269,
32805,Sivakumar Narayanan,Macedonia,13/02/2017,0.07611,
32806,Andy French,Venezuela,04/02/2004,0.56553,
32807,Ronnie Muir,Virgin Islands,14/11/2019,0.39387,
32808,Enxhi Vyshka,Benin,14/09/2001,0.01729,
32809,James Delamare,Estonia,15/10/2008,0.25131,
32810,Richard Williams,Tokelau,10/11/2004,0.44714,
32811,Andrew Marcou,Laos,03/01/2011,0.9146,
32812,Liam McDaid,Bolivia,21/05/2009,0.62805,
32813,Echo Pei,Tanzania,20/07/2017,0.50142,
32814,Aaron Smith,Saint Helena,14/12/2013,0.32113,
32815,Pooja Dahiya,Greenland,22/03/2002,0.90207,
32816,Lewis Golightly,Armenia,15/01/2006,0.06722,
32817,Karl Mitchell,Saint Helena,02/11/2004,0.42789,
32818,Nick Carey,South Korea,16/01/2001,0.49969,
32819,Natalee Lawson,Monaco,11/05/2003,0.88402,
32820,Scott Elder,Malaysia,12/08/2018,0.7908,
32821,Jon Phillips,Bahamas,04/12/2014,0.79871,
32822,Gary Lidbetter,Maldives,03/04/2001,0.44923,
32823,Bill Murphy,Cayman Islands,09/08/2010,0.26973,
32824,Eoghan McDonald McDonald,British Indian Ocean Territory,31/12/2002,0.18206,
32825,Sophie Howes,Zimbabwe,12/01/2001,0.96139,
32826,Palas Sharma,Greenland,02/07/2010,0.02985,
32827,Raviprasad S V,Mayotte,12/05/2003,0.41217,
32828,Garry Blake,Tajikistan,21/11/2009,0.26994,
32829,Pallavi Ramachandra,Sweden,15/02/2013,0.49686,
32830,Harry Lelyveld,Panama,25/03/2008,0.79646,
32831,Iti Namdeo,Mongolia,08/02/2003,0.71453,
32832,Rachel Crampton,Thailand,02/12/2011,0.05867,
32833,Amarjit Sahota,Mauritania,07/03/2000,0.08956,
32834,Valentina Grinevska,Congo,22/04/2018,0.70598,
32835,Sophie Aghatise,Bahamas,18/08/2019,0.24907,
32836,Sean Mehmet,Lithuania,13/07/2009,0.81653,
32837,James Boyes,Suriname,18/05/2018,0.89992,
32838,Prateek Mathur,Pakistan,21/09/2018,0.1329,
32839,Victoria Blair,Northern Mariana Islands,14/10/2008,0.34825,
32840,John Bell,Croatia,29/09/2013,0.61722,
32841,Alberto Mencia Martin,Bosnia and Herzegovina,21/02/2003,0.74286,
32842,Rajesh Rahul,Heard Island and McDonald Islands,13/07/2014,0.0162,
32843,George Alcock,Nepal,30/10/2013,0.58873,
32844,Emmanuel Dzakpasu,Papua New Guinea,26/05/2003,0.81609,
32845,Joshua Bushnell,Bhutan,13/06/2010,0.64005,
32846,Stefan James,Malta,01/01/2005,0.33674,
32847,Guatam Sharma,Costa Rica,14/05/2010,0.07142,
32848,Prashant Rajput,United States,02/11/2006,0.88664,
32849,Aurelie Muns,Wallis and Futuna,02/10/2007,0.11428,
32850,Walid Hadid,Fiji Islands,23/01/2003,0.00194,
32851,Rama Jha,Mexico,19/07/2005,0.85753,
32852,Jyothi Gorle,Mauritania,23/12/2011,0.26902,
32853,Jason Pond,Malawi,11/05/2020,0.86787,
32854,Amit Pandey,Belgium,31/07/2012,0.5225,
32855,Anshul Singh,Oman,30/11/2019,0.22431,
32856,James Keirle,Saint Kitts and Nevis,06/02/2016,0.8314,
32857,lokesh Muniyallappa,Lithuania,01/07/2004,0.73766,
32858,Simon Harris,Turks and Caicos Islands,07/12/2001,0.01373,
32859,Lijo Baby,Tunisia,16/05/2015,0.01913,
32860,GABRIEL DUMITRIU,Haiti,18/04/2012,0.63566,
32861,Laura Fuoco,Montserrat,04/12/2010,0.25928,
32862,Stephen Roberts,Estonia,07/08/2005,0.13466,
32863,Rinky Sachdeva,Saint Lucia,21/07/2018,0.54961,
32864,Justin Mensah,Hong Kong,31/10/2004,0.50162,
32865,Poppy Meighen,Uzbekistan,26/01/2016,0.77981,
32866,Steven Percival,Pakistan,17/11/2003,0.88873,
32867,Neil Ormsby,Slovakia,31/01/2001,0.20979,
32868,Mark Callaghan,Argentina,17/06/2013,0.89788,
32869,Karyn Gwin,New Caledonia,14/03/2001,0.10236,
32870,Narendra Kumar,Madagascar,12/04/2019,0.51129,
32871,Yannick Vallaeys,Kazakstan,15/02/2007,0.04579,
32872,John Care,United Arab Emirates,27/05/2010,0.48621,
32873,Virendra Mishra,Canada,06/05/2013,0.82364,
32874,Manjeet Williams,Northern Mariana Islands,31/08/2013,0.55476,
32875,Daryn Hobden,Spain,29/03/2011,0.35787,
32876,Phanidra Mangipudi,Niue,05/05/2016,0.15713,
32877,Uma Keerthipati,Tanzania,27/09/2013,0.26948,
32878,Malc Moore,French Southern territories,06/07/2018,0.55213,
32879,Ciaran Kelly,Australia,01/09/2015,0.98812,
32880,Agnes Sipos,Iraq,29/04/2009,0.92363,
32881,Akanksha Gautam,Cambodia,15/07/2004,0.20841,
32882,Mark Sargeant,Zimbabwe,06/06/2020,0.73678,
32883,Rumpa Bose,Canada,17/08/2019,0.71581,
32884,Sumit Manocha,Heard Island and McDonald Islands,11/06/2006,0.97268,
32885,Giedrius Andrunavicius,Niue,21/03/2007,0.46167,
32886,Casey Di-savva,Christmas Island,15/06/2003,0.7131,
32887,Chirag Barsaiya,Barbados,26/05/2005,0.05558,
32888,Mark Rees,North Korea,26/10/2014,0.61806,
32889,Amit Chetri,Mali,15/10/2003,0.65059,
32890,Sakshi Kulkarni,Rwanda,06/01/2010,0.51437,
32891,Jordan Stockley,Paraguay,15/08/2003,0.43386,
32892,David Almeida,Wallis and Futuna,05/01/2008,0.42648,
32893,Jagdesh Mistry,Venezuela,01/09/2000,0.99523,
32894,Giovanny Melo,Mauritius,09/05/2000,0.73678,
32895,Christopher Rimmer,Saint Vincent and the Grenadines,04/02/2002,0.96713,
32896,Billy McLoughlin,Turkey,17/04/2016,0.46888,
32897,Adam ONeill,Niue,08/03/2014,0.77567,
32898,Gourav Chandra Saini,Guatemala,20/11/2016,0.77193,
32899,Suthanthiramoorthi Ganesan,Somalia,08/12/2014,0.81915,
32900,Matthew Newman,Madagascar,09/07/2005,0.47017,
32901,Nic Edwards,Bolivia,08/05/2009,0.85888,
32902,Shampa Bhattacharya,Australia,06/07/2015,0.7133,
32903,Eric Adams,South Africa,25/04/2007,0.9753,
32904,Arshid Iqbal,French Polynesia,24/11/2018,0.69819,
32905,Jasbir Bansal,Sierra Leone,08/06/2004,0.88419,
32906,Colin Hannah,Moldova,06/07/2004,0.2483,
32907,Vinay Vijaykumar,Hungary,06/11/2004,0.61356,
32908,Mohammed Khan,Greenland,15/05/2020,0.04762,
32909,Charlie Davey,Puerto Rico,10/04/2007,0.31994,
32910,Pritish Kumar Mohanty,Tonga,14/03/2020,0.42771,
32911,Jake Goodman,Ecuador,03/03/2006,0.34446,
32912,Varsha Haldkar,Haiti,04/11/2016,0.18037,
32913,Lloyd Bond,Cyprus,17/07/2007,0.94751,
32914,Philip Carlson,Palau,31/05/2017,0.28261,
32915,Roberto Gonzales,Trinidad and Tobago,04/07/2008,0.46888,
32916,Matthew Ham,Cape Verde,22/04/2020,0.32639,
32917,Stephanie Zeeshan,Iceland,05/04/2001,0.80298,
32918,Rebekah Price,Guatemala,12/08/2016,0.62926,
32919,Adrian Sarghea,Japan,02/08/2004,0.33543,
32920,Simon Moran,Croatia,16/03/2015,0.67389,
32921,Varsha Soni,Cote d?Ivoire,21/11/2020,0.14383,
32922,Basak Soylemez,Portugal,11/02/2012,0.23249,
32923,Sue Cunningham,Nigeria,11/12/2006,0.74964,
32924,Rohan Sonwane,Pakistan,09/05/2017,0.26177,
32925,Christine Doncaster,Madagascar,04/07/2001,0.68541,
32926,Derek Hall,Moldova,12/12/2000,0.30559,
32927,Carlos Torres Utrilla,Chad,07/11/2019,0.91702,
32928,Antoine Mandudi Mabaka,Monaco,10/11/2014,0.92348,
32929,Adel Bako,Singapore,30/07/2013,0.36043,
32930,Jitendra Kumar Reddy,Macao,22/01/2020,0.34076,
32931,Preeti Pattnayak,Ghana,15/02/2008,0.27632,
32932,Saul Markcoons,Jordan,03/01/2006,0.66165,
32933,Charles Masson,Congo,19/05/2004,0.48444,
32934,Trevor Moore,Equatorial Guinea,18/07/2013,0.24433,
32935,Pousin Chakraborty,British Indian Ocean Territory,27/12/2001,0.00442,
32936,Zoltan Csaba Bank,Guyana,29/12/2003,0.81292,
32937,Grace Hubbard,Saint Helena,09/08/2016,0.8522,
32938,Alan Greenfield,Maldives,23/12/2005,0.86662,
32939,Mukund Madhukar,French Polynesia,10/03/2000,0.13655,
32940,Irshad Raut,Faroe Islands,10/03/2017,0.30517,
32941,Ian Howarth,Macedonia,03/09/2020,0.81814,
32942,Damian Perkins,Saint Pierre and Miquelon,20/08/2020,0.44953,
32943,Arpita Chakraburtty,Nepal,31/07/2002,0.1307,
32944,Lewis Hickman,Taiwan,14/08/2017,0.33601,
32945,Nishmita Kunder,Greenland,28/08/2020,0.10666,
32946,NAGENDRA KUMAR,Rwanda,14/03/2001,0.36554,
32947,Urian Thomaz,Guinea,18/05/2002,0.80762,
32948,Heena Khan,Chad,22/01/2002,0.30729,
32949,Deepak Verma,South Georgia and the South Sandwich Islands,25/02/2000,0.54159,
32950,Chris Wharam,New Caledonia,28/04/2002,0.55696,
32951,Christopher Seaman,Georgia,23/05/2008,0.60897,
32952,Adam Gray,British Indian Ocean Territory,21/09/2015,0.99304,
32953,Anthony Hunter,Thailand,07/05/2011,0.53324,
32954,Adeel Asghar,Reunion,17/03/2003,0.10411,
32955,Richard Crickmore,Greenland,24/09/2005,0.53443,
32956,Praveena Ganesan,Finland,27/07/2006,0.58883,
32957,Cheshta Dung,Palau,19/08/2009,0.31574,
32958,Kamran Ahmed,Turks and Caicos Islands,06/07/2001,0.58483,
32959,Eric Huang,Equatorial Guinea,25/03/2020,0.01148,
32960,Ester Garcia,Greece,11/05/2002,0.57967,
32961,Rahul Yadav,Libyan Arab Jamahiriya,04/08/2007,0.2542,
32962,Jane Golightly,Australia,02/08/2010,0.98912,
32963,Donald Rhodes,Tonga,27/03/2017,0.94517,
32964,Ruth Townend,Cayman Islands,27/06/2005,0.48178,
32965,Philip Hale,Georgia,13/06/2000,0.75627,
32966,Gary Farmiloe,Canada,04/10/2001,0.90861,
32967,Mat Beech,Maldives,13/10/2012,0.99496,
32968,Sophie Smith,Christmas Island,10/10/2011,0.46133,
32969,Ian Clarke,Reunion,13/02/2010,0.51078,
32970,Dago Serge Darus Goutto,Ukraine,01/05/2019,0.66642,
32971,Amit Martin,Austria,08/02/2017,0.19078,
32972,Hayley Stevenson,Guinea,30/04/2015,0.07053,
32973,Pamela Alexander,United Kingdom,18/12/2016,0.36368,
32974,Aswin S B,Slovakia,22/03/2020,0.4607,
32975,Sonal Verma,Cameroon,04/10/2007,0.15733,
32976,Chitrang Dirubhai,Monaco,29/09/2012,0.28132,
32977,Debra Gray,Turkey,12/08/2002,0.57895,
32978,Nigel Sadler,Malta,04/11/2006,0.04016,
32979,Sreevani Kommireddy,French Southern territories,13/07/2016,0.43456,
32980,Pat Bennett,Burkina Faso,17/08/2004,0.33076,
32981,James Stevens,French Guiana,13/09/2002,0.93813,
32982,Neil Mcbride,Mexico,06/05/2007,0.92993,
32983,Matthew Quick,Bolivia,15/01/2004,0.99578,
32984,James Treacy,Fiji Islands,09/07/2010,0.15926,
32985,Nadine Thomas,Turks and Caicos Islands,04/12/2006,0.47486,
32986,Dennis Keene,Reunion,31/01/2012,0.8446,
32987,Will Rudd,Italy,01/01/2017,0.60108,
32988,Ravali Mummadi,Argentina,29/05/2017,0.17057,
32989,Gibson Albuquerque,Iceland,12/02/2010,0.98267,
32990,Rahul Wadodkar,Israel,22/01/2020,0.11928,
32991,Maria Polydorou,Ireland,14/09/2013,0.61931,
32992,Farai Nyoni,Vietnam,20/11/2000,0.6413,
32993,Adrian Tighe,Saint Vincent and the Grenadines,10/08/2019,0.80594,
32994,Rahat Mahmood,Bangladesh,30/12/2012,0.76675,
32995,Bronna Lawson,Macao,31/07/2017,0.69106,
32996,Jade Padley,Nauru,22/09/2018,0.08422,
